PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABB
1630846,Olivier Sarr,1610612760,OKC
200746,LaMarcus Aldridge,1610612751,BKN
200765,Rajon Rondo,1610612747,LAL
200782,P.J. Tucker,1610612748,MIA
201571,D.J. Augustin,1610612747,LAL
201586,Serge Ibaka,1610612746,LAC
201586,Serge Ibaka,1610612749,MIL
201587,Nicolas Batum,1610612746,LAC
201599,DeAndre Jordan,1610612747,LAL
201609,Goran Dragic,1610612751,BKN
201933,Blake Griffin,1610612751,BKN
201959,Taj Gibson,1610612752,NYK
201961,Wayne Ellington,1610612747,LAL
201980,Danny Green,1610612755,PHI
202066,Garrett Temple,1610612740,NOP
202083,Wesley Matthews,1610612749,MIL
202326,DeMarcus Cousins,1610612743,DEN
202326,DeMarcus Cousins,1610612749,MIL
202340,Avery Bradley,1610612747,LAL
202355,Hassan Whiteside,1610612762,UTA
202684,Tristan Thompson,1610612758,SAC
202687,Bismack Biyombo,1610612756,PHX
202722,Davis Bertans,1610612742,DAL
202722,Davis Bertans,1610612764,WAS
202738,Isaiah Thomas,1610612747,LAL
202738,Isaiah Thomas,1610612766,CHA
202954,Brad Wanamaker,1610612754,IND
203083,Andre Drummond,1610612751,BKN
203083,Andre Drummond,1610612755,PHI
203090,Maurice Harkless,1610612758,SAC
203107,Tomas Satoransky,1610612740,NOP
203107,Tomas Satoransky,1610612764,WAS
203109,Jae Crowder,1610612756,PHX
203110,Draymond Green,1610612744,GSW
203145,Kent Bazemore,1610612747,LAL
203200,Justin Holiday,1610612754,IND
203200,Justin Holiday,1610612758,SAC
203210,JaMychal Green,1610612743,DEN
203458,Alex Len,1610612758,SAC
203463,Ben McLemore,1610612757,POR
203469,Cody Zeller,1610612757,POR
203473,Dewayne Dedmon,1610612748,MIA
203482,Kelly Olynyk,1610612765,DET
203488,Mike Muscala,1610612760,OKC
203490,Otto Porter Jr.,1610612744,GSW
203493,Reggie Bullock,1610612742,DAL
203496,Robert Covington,1610612746,LAC
203496,Robert Covington,1610612757,POR
203497,Rudy Gobert,1610612762,UTA
203503,Tony Snell,1610612757,POR
203585,Rodney McGruder,1610612765,DET
203648,Thanasis Antetokounmpo,1610612749,MIL
203901,Elfrid Payton,1610612756,PHX
203918,Rodney Hood,1610612749,MIL
203920,Khem Birch,1610612761,TOR
203925,Joe Harris,1610612751,BKN
203926,Doug McDermott,1610612759,SAS
203939,Dwight Powell,1610612742,DAL
203991,Clint Capela,1610612737,ATL
203994,Jusuf Nurkic,1610612757,POR
204060,Joe Ingles,1610612762,UTA
2730,Dwight Howard,1610612747,LAL
2738,Andre Iguodala,1610612744,GSW
2772,Trevor Ariza,1610612747,LAL
1626149,Montrezl Harrell,1610612755,PHI
1626169,Stanley Johnson,1610612759,SAS
1626196,Josh Richardson,1610612740,NOP
1627736,Malik Beasley,1610612747,LAL
1627751,Jakob Poeltl,1610612761,TOR
1627814,Damion Lee,1610612756,PHX
1627823,Juancho Hernangomez,1610612761,TOR
1627827,Dorian Finney-Smith,1610612751,BKN
1627854,Bryn Forbes,1610612750,MIN
1627863,Danuel House Jr.,1610612755,PHI
1627885,Shaquille Harrison,1610612757,POR
1628379,Luke Kennard,1610612763,MEM
1628392,Isaiah Hartenstein,1610612752,NYK
1628404,Josh Hart,1610612752,NYK
1628418,Thomas Bryant,1610612747,LAL
1628436,Luke Kornet,1610612738,BOS
1628995,Kevin Knox II,1610612757,POR
1628995,Kevin Knox II,1610612765,DET
1629004,Svi Mykhailiuk,1610612766,CHA
1629006,Josh Okogie,1610612756,PHX
1629020,Jarred Vanderbilt,1610612747,LAL
